district,crop,season,temperature,humidity,rainfall,demand,supply,price_per_kg
Tiruvannamalai,Onion,Rainy,30.4,85,185.6,656,813,23.22
Nagapattinam,Okra,Rainy,24.2,86,182.8,349,549,21.57
Dharmapuri,Drumstick,Light Rain,29.6,75,68.5,385,419,41.09
Tiruppur,Okra,Normal,31.6,62,30.1,462,413,29.53
Tiruchirappalli,Rice,Light Rain,27.4,71,63.6,1027,1046,40.98
Chennai,Brinjal,Light Rain,26.6,70,52.5,483,621,20.0
Cuddalore,Okra,Light Rain,25.2,77,58.7,518,528,26.93
Dindigul,Beans,Summer,39.2,56,1.7,674,447,51.15
Virudhunagar,Beans,Rainy,30.6,94,185.0,500,688,23.7
Tiruvannamalai,Onion,Rainy,29.5,84,187.9,702,826,24.51
Dharmapuri,Okra,Summer,39.6,57,8.2,604,469,40.73
Tirunelveli,Cashew,Normal,32.8,60,21.3,714,569,141.59
Chennai,Beans,Light Rain,24.7,71,65.2,570,633,32.25
Kanchipuram,Beans,Summer,34.3,59,0.0,572,489,44.68
Villupuram,Onion,Normal,28.4,59,32.8,720,791,30.19
Pudukottai,Bitter Gourd,Rainy,26.5,84,184.0,243,367,23.52
Kanchipuram,Onion,Summer,35.9,61,13.8,806,562,42.3
Dharmapuri,Tomato,Normal,33.1,66,19.3,783,773,27.27
Coimbatore,Tomato,Normal,32.0,64,25.4,742,768,24.66
Coimbatore,Coconut,Summer,38.7,52,0.0,922,623,24.86
Tiruvannamalai,Beans,Light Rain,28.1,80,61.2,463,606,32.65
Tiruvannamalai,Cauliflower,Light Rain,26.0,80,61.7,570,562,25.89
Chennai,Potato,Summer,35.9,61,9.2,745,601,46.05
Ramanathapuram,Onion,Light Rain,26.5,70,54.2,676,826,28.24
Thiruvarur,Sugarcane,Normal,27.7,66,30.5,1171,1084,5.07
Ramanathapuram,Pumpkin,Normal,32.2,64,28.1,426,378,19.87
Tiruvannamalai,Okra,Light Rain,27.4,75,62.6,483,466,26.86
Tiruvannamalai,Okra,Rainy,30.0,94,200.0,461,575,20.7
Thiruvarur,Tomato,Light Rain,25.3,78,68.5,730,812,23.09
Coimbatore,Banana,Rainy,28.9,92,193.8,642,993,18.03
Tiruchirappalli,Drumstick,Normal,29.0,68,18.3,453,455,44.46
Tirunelveli,Tomato,Summer,37.0,58,1.5,835,679,31.78
Dharmapuri,Carrot,Normal,32.6,62,31.2,531,505,43.94
Kanchipuram,Snake Gourd,Summer,37.0,54,0.0,317,267,32.68
Dindigul,Tomato,Normal,31.1,64,35.6,768,767,27.23
Ramanathapuram,Tomato,Rainy,28.7,89,193.0,728,923,16.92
Vellore,Tomato,Light Rain,28.6,73,61.0,756,718,22.45
Ramanathapuram,Snake Gourd,Summer,37.9,58,4.3,372,218,40.16
Thanjavur,Drumstick,Light Rain,26.2,73,52.8,495,507,43.77
Coimbatore,Banana,Light Rain,27.6,80,71.6,774,898,24.78
Virudhunagar,Chilli,Light Rain,28.9,80,61.9,489,431,94.01
Erode,Chilli,Normal,31.2,66,36.1,480,403,115.25
Cuddalore,Coconut,Rainy,27.1,87,182.7,772,1012,12.69
Kanchipuram,Okra,Rainy,28.3,84,191.2,409,584,20.69
Namakkal,Groundnut,Summer,37.9,59,11.4,795,667,96.99
Coimbatore,Cauliflower,Summer,38.6,52,0.0,609,512,40.29
Tiruppur,Corn,Rainy,28.6,90,193.4,518,785,16.48
Madurai,Turmeric,Light Rain,28.1,70,53.9,580,633,80.73
Cuddalore,Tomato,Rainy,26.1,89,180.3,730,985,17.34
Nagapattinam,Tapioca,Rainy,25.9,92,192.3,489,719,9.38
Thoothukudi,Banana,Summer,38.7,60,5.8,832,747,37.49
Tiruppur,Okra,Rainy,29.1,86,182.3,456,487,23.74
Dindigul,Cauliflower,Normal,32.6,60,28.7,496,441,28.33
Namakkal,Okra,Rainy,27.0,91,198.2,473,503,22.89
Madurai,Drumstick,Summer,38.0,62,0.0,542,275,71.44
Coimbatore,Coconut,Rainy,28.0,91,187.1,703,961,13.03
Coimbatore,Banana,Rainy,29.7,94,196.2,668,981,19.11
Dindigul,Banana,Normal,32.8,60,29.9,760,846,27.86
Kanchipuram,Tomato,Summer,34.3,60,0.0,887,589,35.74
Namakkal,Drumstick,Rainy,26.4,89,180.8,430,521,33.02
Thiruvarur,Tapioca,Light Rain,25.6,76,54.7,642,609,11.79
Ramanathapuram,Rice,Light Rain,28.5,80,69.4,873,1011,40.48
Dharmapuri,Tomato,Normal,33.9,62,26.7,757,750,26.06
Tiruchirappalli,Groundnut,Light Rain,28.2,72,68.9,634,777,65.96
Dindigul,Cauliflower,Rainy,30.0,87,183.3,469,704,19.67
Tiruvannamalai,Onion,Normal,33.5,62,25.2,836,651,35.77
Ramanathapuram,Onion,Rainy,30.6,90,193.6,731,838,21.75
Tiruvannamalai,Cauliflower,Normal,31.9,66,27.3,549,497,28.89
Tiruchirappalli,Okra,Rainy,27.3,90,187.5,493,602,22.33
Coimbatore,Okra,Normal,32.2,62,32.6,539,396,33.45
Madurai,Tomato,Summer,38.9,60,8.0,901,675,33.49
Nagapattinam,Onion,Rainy,27.8,90,189.8,698,870,21.93
Tiruchirappalli,Beans,Light Rain,25.7,76,56.3,591,553,36.36
Nagapattinam,Drumstick,Light Rain,25.9,74,64.0,363,350,40.02
Tirunelveli,Cashew,Summer,38.5,60,0.0,678,547,172.88
Thanjavur,Drumstick,Normal,29.8,59,33.0,366,380,43.65
Dindigul,Beans,Normal,32.4,59,20.4,615,500,37.44
Madurai,Banana,Normal,31.6,60,21.1,785,850,28.14
Kanchipuram,Snake Gourd,Summer,37.3,59,0.0,455,292,37.22
Nagapattinam,Bitter Gourd,Light Rain,24.0,74,52.4,404,363,30.93
Namakkal,Onion,Rainy,27.4,88,198.7,606,834,22.08
Namakkal,Tomato,Normal,29.7,60,30.3,769,771,24.79
Tiruppur,Corn,Light Rain,26.7,71,64.4,717,762,23.91
Tiruchirappalli,Onion,Light Rain,26.0,72,65.6,792,762,29.86
Villupuram,Tapioca,Summer,35.5,52,12.8,666,553,19.62
Kanchipuram,Cauliflower,Normal,29.9,61,36.4,592,482,31.95
Nagapattinam,Banana,Rainy,27.6,94,194.1,777,934,21.05
Thoothukudi,Snake Gourd,Summer,38.5,60,10.6,332,209,34.77
Villupuram,Groundnut,Rainy,26.3,86,181.1,716,800,56.49
Madurai,Mango,Rainy,28.9,88,186.7,701,996,36.65
Pudukottai,Tomato,Summer,36.7,60,0.0,900,704,36.34
Thiruvarur,Snake Gourd,Rainy,27.0,90,180.3,349,449,16.83
Dindigul,Rice,Normal,33.0,62,18.3,956,1018,49.3
Erode,Okra,Rainy,28.9,85,187.0,394,513,21.77
Kanchipuram,Coconut,Normal,30.9,62,29.8,784,774,19.28
Namakkal,Groundnut,Summer,37.6,52,0.0,802,550,103.24
Thiruvarur,Okra,Light Rain,25.5,80,70.5,533,450,28.95
Thanjavur,Groundnut,Normal,31.3,62,34.9,787,773,76.97
Thanjavur,Sugarcane,Light Rain,24.3,73,67.8,1071,1211,4.53
Krishnagiri,Cauliflower,Normal,33.9,67,32.1,627,495,29.71
Namakkal,Okra,Rainy,26.4,89,191.0,478,519,23.01
Thanjavur,Tapioca,Normal,30.2,64,37.5,661,614,14.1
Thiruvarur,Tomato,Summer,33.5,62,3.8,830,656,34.38
Tiruvannamalai,Tomato,Rainy,27.4,91,192.6,610,948,17.59
Madurai,Okra,Light Rain,30.5,70,62.8,491,430,26.59
Thiruvarur,Drumstick,Rainy,25.2,85,193.4,381,526,31.61
Erode,Beans,Summer,39.7,62,7.8,552,381,53.54
Madurai,Onion,Light Rain,27.3,80,64.4,688,781,26.33
Dindigul,Tomato,Normal,32.4,60,23.1,810,681,25.56
Pudukottai,Banana,Summer,36.0,56,0.0,942,612,43.25
Thoothukudi,Okra,Light Rain,29.0,79,56.3,525,497,26.79
Nagapattinam,Onion,Rainy,27.8,87,190.3,656,879,21.32
Tiruppur,Beans,Rainy,30.5,86,191.4,480,658,24.88
Coimbatore,Banana,Rainy,29.7,87,199.2,753,998,21.1
Dindigul,Banana,Summer,36.8,60,0.0,893,719,39.98
Krishnagiri,Rice,Rainy,27.9,93,189.4,930,1116,34.41
Salem,Drumstick,Rainy,28.5,91,191.5,336,468,34.43
Dindigul,Carrot,Light Rain,27.4,79,67.1,480,474,36.67
Dindigul,Cauliflower,Rainy,27.6,94,180.8,543,553,22.66
Thiruvarur,Rice,Light Rain,25.9,74,62.9,901,1036,42.6
Cuddalore,Beans,Light Rain,24.1,73,63.1,477,627,29.78
Vellore,Cabbage,Light Rain,25.8,73,62.0,647,594,18.33
Thanjavur,Tomato,Summer,34.1,60,1.6,904,680,35.67
Kanchipuram,Cauliflower,Summer,35.2,59,9.6,644,373,45.37
Thoothukudi,Tomato,Normal,30.1,65,37.1,757,809,24.15
Tiruvannamalai,Groundnut,Light Rain,27.7,76,71.2,741,781,66.64
Tiruvannamalai,Beans,Rainy,28.3,84,181.3,537,695,25.15
Madurai,Banana,Summer,38.4,55,0.0,890,660,39.23
Chennai,Tomato,Normal,30.1,68,37.7,879,747,24.69
Nagapattinam,Rice,Rainy,26.2,86,183.9,797,1148,32.59
Vellore,Cabbage,Light Rain,28.5,73,54.0,504,649,18.04
Vellore,Beans,Rainy,26.5,87,196.0,484,619,27.24
Krishnagiri,Cauliflower,Summer,39.6,58,12.4,598,393,43.38
Dharmapuri,Carrot,Light Rain,29.7,79,56.8,513,565,34.49
Coimbatore,Okra,Summer,39.1,53,6.0,473,426,35.75
Kanchipuram,Coconut,Summer,34.5,52,5.9,974,627,26.33
Krishnagiri,Tomato,Light Rain,29.3,71,54.0,787,719,24.5
Chennai,Beans,Normal,28.6,63,22.9,494,492,38.4
Coimbatore,Cauliflower,Summer,39.1,53,0.0,618,510,35.16
Krishnagiri,Tomato,Rainy,30.2,89,188.5,749,950,18.23
Vellore,Onion,Rainy,27.3,90,186.6,623,857,22.66
Thoothukudi,Banana,Rainy,27.4,85,187.6,681,906,18.56
Thiruvarur,Rice,Summer,34.3,62,0.7,1151,765,73.74
Cuddalore,Banana,Normal,29.4,66,18.7,875,841,27.0
Chennai,Tomato,Light Rain,24.9,73,69.9,754,845,23.22
Erode,Onion,Rainy,27.1,91,188.9,719,848,25.0
Madurai,Onion,Light Rain,29.9,70,66.1,792,679,28.99
Tiruvannamalai,Onion,Light Rain,28.2,76,54.0,668,687,29.87
Madurai,Banana,Rainy,31.2,87,198.5,733,929,21.89
Pudukottai,Groundnut,Light Rain,26.4,78,70.5,644,737,72.9
Madurai,Chilli,Normal,33.9,64,30.8,438,373,113.56
Thoothukudi,Onion,Normal,33.2,66,34.7,849,735,35.14
Pudukottai,Okra,Summer,35.8,60,0.0,619,413,42.76
Salem,Mango,Summer,35.3,53,9.9,980,647,81.79
Cuddalore,Tapioca,Summer,34.3,55,12.8,618,554,18.69
Nagapattinam,Tomato,Rainy,27.1,92,187.6,679,876,19.22
Sivaganga,Groundnut,Summer,35.9,59,0.0,850,673,109.07
Tiruvannamalai,Tomato,Rainy,29.5,91,186.2,630,970,18.46
Chennai,Beans,Light Rain,28.0,78,53.8,610,543,35.01
Krishnagiri,Cabbage,Summer,37.0,59,0.0,726,529,28.22
Tirunelveli,Chilli,Normal,33.6,69,22.2,539,413,125.05
Salem,Onion,Light Rain,26.3,79,66.6,725,709,28.49
Vellore,Mango,Summer,35.7,54,0.0,896,667,73.53
Coimbatore,Sugarcane,Normal,31.5,62,37.6,1153,1154,4.93
Salem,Cauliflower,Normal,30.3,64,23.5,535,449,31.98
Kanchipuram,Okra,Rainy,28.3,94,189.5,456,637,21.15
Krishnagiri,Cabbage,Rainy,27.1,91,180.5,535,707,14.56
Salem,Onion,Light Rain,28.7,73,55.0,690,801,27.24
Virudhunagar,Potato,Rainy,28.7,85,185.5,517,786,24.21
Cuddalore,Okra,Summer,34.9,61,8.5,572,395,43.73
Dindigul,Potato,Normal,33.1,62,34.4,702,590,33.28
Ramanathapuram,Rice,Summer,39.7,59,14.0,1163,819,62.83
Vellore,Cabbage,Normal,29.7,69,31.1,553,594,19.78
Dharmapuri,Okra,Rainy,29.0,86,196.3,375,563,19.09
Madurai,Mango,Normal,32.0,59,33.0,809,806,54.27
Krishnagiri,Mango,Light Rain,26.7,71,66.1,797,875,48.28
Thoothukudi,Pumpkin,Normal,33.4,60,25.8,483,455,19.71
Sivaganga,Banana,Rainy,27.0,84,189.7,708,960,19.01
Cuddalore,Banana,Summer,34.1,53,13.2,935,626,41.64
Virudhunagar,Carrot,Summer,36.6,62,0.0,520,388,55.43
Pudukottai,Groundnut,Light Rain,25.2,74,68.7,654,776,66.92
Nagapattinam,Bitter Gourd,Summer,33.1,53,6.8,435,249,44.98
Cuddalore,Tomato,Normal,30.5,62,25.6,765,816,25.92
Tirunelveli,Chilli,Rainy,28.0,89,191.8,384,551,76.02
Dharmapuri,Carrot,Light Rain,28.8,75,65.0,545,594,37.34
Pudukottai,Drumstick,Summer,37.9,53,0.0,408,327,65.56
Tiruchirappalli,Onion,Normal,29.2,62,32.2,718,648,30.57
Thanjavur,Onion,Light Rain,26.9,75,71.3,740,734,29.65
Nagapattinam,Okra,Light Rain,26.9,80,55.9,406,474,24.57
Dharmapuri,Carrot,Rainy,28.3,91,191.7,511,514,28.96
Tirunelveli,Cashew,Summer,39.6,62,13.5,669,485,175.49
Chennai,Cauliflower,Summer,36.4,61,1.2,596,513,36.58
Tiruchirappalli,Tomato,Normal,31.4,62,27.6,790,795,24.62
Tirunelveli,Cashew,Normal,30.8,60,31.6,665,549,148.2
Coimbatore,Coconut,Rainy,29.5,92,193.4,680,1016,13.25
Dindigul,Tomato,Rainy,28.6,84,183.6,742,936,18.4
Vellore,Mango,Normal,30.5,62,26.7,888,856,53.96
Tirunelveli,Snake Gourd,Summer,37.6,62,10.0,394,358,34.88
Kanchipuram,Cauliflower,Summer,34.0,62,0.0,607,439,41.71
Tiruchirappalli,Rice,Light Rain,25.0,80,61.0,913,995,44.39
Kanchipuram,Rice,Normal,31.6,62,30.5,1008,925,45.92
Dindigul,Potato,Rainy,30.4,88,187.5,516,818,21.13
Nagapattinam,Rice,Summer,33.3,55,6.2,1088,827,68.29
Erode,Coconut,Light Rain,27.7,74,53.6,837,803,15.6
Cuddalore,Onion,Light Rain,23.6,75,53.3,701,762,27.9
Ramanathapuram,Chilli,Light Rain,27.1,79,65.3,414,394,94.17
Dharmapuri,Tomato,Summer,38.5,54,0.0,911,685,34.67
Erode,Corn,Summer,37.3,56,11.4,800,583,36.56
Nagapattinam,Beans,Summer,36.8,57,4.7,693,518,53.82
Coimbatore,Sugarcane,Rainy,30.7,91,183.2,911,1335,3.11
Thoothukudi,Cashew,Rainy,30.7,94,185.2,622,663,96.53
Thiruvarur,Okra,Normal,27.1,62,18.7,579,423,34.15
Krishnagiri,Tomato,Summer,36.7,54,0.8,932,605,36.58
Vellore,Cauliflower,Light Rain,26.1,73,58.0,458,503,24.23
Kanchipuram,Rice,Normal,28.5,67,34.1,993,949,47.48
Villupuram,Okra,Summer,36.6,61,7.8,525,382,42.66
Thiruvarur,Tapioca,Rainy,25.0,88,195.3,486,755,9.1
Dharmapuri,Onion,Normal,32.7,60,33.7,739,640,35.73
Tiruchirappalli,Corn,Light Rain,25.9,72,68.4,707,729,22.04
Erode,Tomato,Rainy,30.1,84,193.1,706,940,16.51
Coimbatore,Tomato,Summer,37.6,52,5.8,803,579,36.06
Sivaganga,Rice,Rainy,27.7,85,193.4,847,1125,35.43
Tiruchirappalli,Corn,Rainy,28.3,86,182.5,665,793,17.74
Sivaganga,Tomato,Rainy,27.1,85,191.9,727,959,17.26
Ramanathapuram,Banana,Light Rain,27.6,79,65.8,754,766,24.69
Thoothukudi,Pumpkin,Rainy,28.2,84,196.1,407,396,16.4
Tirunelveli,Snake Gourd,Rainy,27.8,92,190.1,235,469,16.29
Thanjavur,Drumstick,Normal,28.9,68,32.8,453,368,50.96
Vellore,Mango,Summer,36.0,55,1.8,1002,652,81.79
Virudhunagar,Banana,Summer,37.8,56,11.0,823,738,34.18
Villupuram,Okra,Normal,28.2,69,34.9,472,514,29.43
Salem,Mango,Light Rain,25.7,78,71.2,786,886,48.91
Salem,Tapioca,Rainy,28.4,90,190.1,590,636,10.81
Pudukottai,Drumstick,Normal,32.2,59,24.3,434,456,45.34
Tirunelveli,Cashew,Rainy,30.0,88,186.1,465,779,93.69
Kanchipuram,Bitter Gourd,Summer,36.0,59,0.6,399,236,45.4
Tiruppur,Cauliflower,Normal,31.4,65,24.1,512,474,30.07
Tiruppur,Onion,Rainy,27.6,92,193.7,651,852,24.37
Virudhunagar,Cauliflower,Summer,38.9,58,0.2,539,461,38.33
Tiruchirappalli,Groundnut,Summer,36.2,57,12.5,867,537,104.35
Tiruvannamalai,Rice,Normal,33.4,66,24.3,1066,923,52.07
Nagapattinam,Banana,Light Rain,23.8,74,69.6,821,851,26.76
Tirunelveli,Ash Gourd,Summer,36.8,61,0.0,301,216,23.21
Vellore,Mango,Light Rain,27.5,74,64.3,879,889,55.52
Chennai,Cauliflower,Normal,29.4,62,29.5,479,464,29.34
Thoothukudi,Banana,Normal,33.2,59,28.7,775,787,30.61
Nagapattinam,Tapioca,Normal,27.0,67,33.7,614,562,13.97
Thanjavur,Onion,Rainy,28.7,89,199.9,712,844,22.51
Dharmapuri,Banana,Rainy,30.8,93,191.8,726,974,21.04
Nagapattinam,Tomato,Light Rain,25.0,78,56.2,726,847,20.81
Krishnagiri,Cauliflower,Normal,33.3,64,31.1,551,588,29.21
Villupuram,Rice,Summer,35.3,62,0.0,1165,851,68.58
Madurai,Tomato,Summer,40.0,61,2.2,822,593,35.26
Thanjavur,Tomato,Normal,29.4,69,30.8,872,786,27.7
Tiruchirappalli,Corn,Light Rain,26.9,80,64.3,644,728,23.72
Dindigul,Mango,Summer,37.9,58,8.0,997,691,76.35
Chennai,Rice,Summer,37.4,55,11.7,1139,913,65.73
Cuddalore,Banana,Rainy,27.2,90,189.8,707,1037,20.31
Madurai,Banana,Rainy,28.8,94,196.0,746,1006,18.85
Namakkal,Corn,Normal,31.2,63,26.8,705,749,24.31
Dharmapuri,Potato,Summer,37.6,56,8.3,716,510,47.33
Kanchipuram,Snake Gourd,Rainy,27.6,87,189.6,368,461,18.31
Dharmapuri,Beans,Summer,40.3,61,0.2,575,432,48.16
Thoothukudi,Snake Gourd,Normal,31.3,64,26.1,423,319,25.88
Villupuram,Groundnut,Normal,28.8,61,36.1,770,739,85.14
Madurai,Mango,Summer,40.9,53,0.0,923,658,78.22
Virudhunagar,Tomato,Light Rain,29.8,79,58.5,692,785,23.11
Madurai,Mango,Rainy,31.8,87,195.1,780,1013,42.9
Pudukottai,Bitter Gourd,Normal,31.5,64,24.1,347,389,32.99
Thiruvarur,Onion,Rainy,26.3,87,184.7,594,921,21.2
Salem,Cauliflower,Rainy,27.2,87,191.6,511,623,20.98
Virudhunagar,Chilli,Rainy,29.6,94,193.3,473,617,79.47
Tiruchirappalli,Rice,Rainy,28.3,87,198.8,786,1209,33.49
Villupuram,Groundnut,Normal,27.0,68,27.8,776,752,84.68
Namakkal,Rice,Summer,38.6,60,0.0,1049,865,60.04
Pudukottai,Bitter Gourd,Summer,39.0,60,8.6,356,325,44.5
Villupuram,Beans,Rainy,24.9,90,194.1,515,698,23.92
Salem,Corn,Light Rain,28.1,76,64.0,608,777,22.6
Nagapattinam,Coconut,Rainy,28.0,92,195.2,658,1053,11.9
Krishnagiri,Beans,Rainy,27.4,85,194.5,497,569,26.44
Tiruvannamalai,Onion,Summer,39.2,60,11.7,888,558,47.36
Madurai,Mango,Rainy,28.8,87,186.0,719,946,40.24
Erode,Turmeric,Light Rain,28.7,71,66.8,625,721,88.69
Virudhunagar,Carrot,Summer,37.9,55,12.8,555,389,57.54
Krishnagiri,Cauliflower,Summer,38.4,60,0.0,625,466,37.38
Tiruchirappalli,Banana,Light Rain,28.4,73,59.7,851,807,27.24
Salem,Mango,Normal,29.5,68,24.4,957,784,58.18
Kanchipuram,Tomato,Rainy,28.9,87,193.8,666,882,16.56
Salem,Beans,Rainy,28.5,94,188.5,452,636,23.8
Tirunelveli,Rice,Light Rain,26.6,75,68.9,1008,972,42.34
Cuddalore,Beans,Normal,27.5,68,28.3,584,538,36.14
Vellore,Mango,Summer,38.4,60,0.0,897,685,76.45
Thanjavur,Sugarcane,Normal,28.5,68,20.1,1201,1109,5.01
Tirunelveli,Onion,Rainy,28.7,85,182.7,633,803,21.46
Madurai,Onion,Normal,31.4,63,28.7,708,715,34.45
Virudhunagar,Tomato,Rainy,27.7,92,183.9,694,893,17.52
Krishnagiri,Onion,Rainy,30.4,90,181.0,741,873,22.89
Villupuram,Tomato,Summer,34.3,58,0.0,857,621,32.87
Villupuram,Beans,Summer,33.3,53,0.0,609,486,46.87
Chennai,Tomato,Summer,34.1,53,8.4,957,603,33.56
Thiruvarur,Drumstick,Summer,34.1,59,0.0,505,417,63.74
Nagapattinam,Banana,Rainy,26.2,89,187.4,677,1011,19.78
Tirunelveli,Tapioca,Light Rain,27.4,75,63.9,547,609,12.87
Madurai,Rice,Light Rain,29.4,79,53.3,974,996,40.99
Erode,Onion,Summer,37.4,57,0.0,840,672,40.34
Vellore,Cauliflower,Light Rain,29.0,75,59.1,588,593,24.73
Tirunelveli,Rice,Summer,36.9,54,6.0,1123,868,68.65
Tiruchirappalli,Groundnut,Rainy,28.5,92,198.2,599,820,54.89
Tiruppur,Coconut,Summer,39.9,61,0.0,913,708,25.96
Tirunelveli,Rice,Summer,37.8,55,8.3,1104,907,60.75
Dharmapuri,Mango,Normal,33.2,67,25.8,915,903,60.01
Tiruvannamalai,Groundnut,Rainy,30.2,88,192.1,569,879,54.76
Namakkal,Onion,Light Rain,27.7,78,65.5,772,819,28.62
Erode,Onion,Summer,37.7,52,0.0,889,688,45.76
Coimbatore,Cabbage,Summer,39.3,55,2.4,607,508,28.84
Sivaganga,Okra,Rainy,27.7,92,198.6,402,631,21.26
Chennai,Rice,Rainy,27.3,89,186.6,832,1220,35.02
Tiruchirappalli,Bitter Gourd,Normal,30.3,69,20.7,317,327,33.5
Kanchipuram,Tapioca,Normal,28.1,60,31.5,677,523,15.77
Tiruppur,Onion,Normal,30.2,59,33.1,703,775,30.05
Thoothukudi,Chilli,Normal,32.7,67,20.1,530,408,111.24
Vellore,Carrot,Normal,30.7,65,21.1,587,527,42.66
Erode,Sugarcane,Normal,33.2,59,28.1,1227,1129,4.75
Madurai,Turmeric,Summer,38.3,59,3.5,693,473,133.51
Vellore,Tomato,Normal,30.9,64,21.0,728,830,25.96
Madurai,Tomato,Normal,34.8,60,36.6,762,757,24.48
Villupuram,Pumpkin,Summer,36.8,57,0.0,522,400,26.24
Virudhunagar,Tomato,Summer,37.6,55,8.4,904,624,37.95
Dindigul,Mango,Rainy,30.6,85,189.2,694,933,39.36
Salem,Beans,Light Rain,27.9,77,60.9,519,503,32.94
Dindigul,Beans,Summer,39.4,53,13.3,542,401,50.06
Virudhunagar,Onion,Normal,31.0,68,24.2,832,776,31.48
Madurai,Onion,Light Rain,29.1,75,66.8,817,785,31.05
Dharmapuri,Drumstick,Normal,33.9,62,21.9,430,455,45.63
Namakkal,Corn,Rainy,28.4,93,199.8,654,825,18.56
Namakkal,Corn,Summer,36.2,58,7.6,822,532,35.02
Krishnagiri,Onion,Summer,36.7,56,0.0,823,657,43.77
Ramanathapuram,Banana,Rainy,30.8,92,186.1,679,1030,20.91
Pudukottai,Okra,Rainy,28.9,88,192.2,484,520,21.68
Thoothukudi,Banana,Normal,32.8,68,25.8,751,769,29.0
Tiruchirappalli,Beans,Normal,31.4,59,33.4,553,515,34.51
Dharmapuri,Tomato,Normal,33.1,68,23.5,831,689,26.76
Chennai,Tomato,Rainy,25.4,90,190.4,639,913,17.6
Dindigul,Mango,Normal,30.7,65,20.5,859,918,53.5
Dharmapuri,Drumstick,Light Rain,29.4,74,53.6,479,410,43.46
Virudhunagar,Potato,Normal,31.5,60,26.6,751,607,34.21
Salem,Drumstick,Light Rain,25.2,71,60.6,393,380,41.88
Madurai,Tomato,Rainy,29.9,87,195.7,600,958,18.15
Thiruvarur,Onion,Summer,34.4,52,2.5,876,686,40.62
Virudhunagar,Cauliflower,Light Rain,29.9,74,55.2,474,494,25.93
Thiruvarur,Tomato,Rainy,27.1,92,190.5,638,874,17.39
Villupuram,Tomato,Summer,35.3,55,9.2,878,709,32.01
Tirunelveli,Tapioca,Light Rain,29.5,72,65.4,546,581,13.13
Thiruvarur,Beans,Rainy,24.0,94,194.8,529,611,28.17
Tirunelveli,Onion,Light Rain,27.8,72,54.0,792,693,28.04
Vellore,Tomato,Summer,38.4,62,0.0,847,627,36.81
Virudhunagar,Tomato,Normal,31.0,61,36.6,839,775,27.8
Madurai,Turmeric,Normal,34.7,66,24.9,730,622,100.65
Virudhunagar,Carrot,Light Rain,26.3,72,62.3,523,490,37.09
Pudukottai,Groundnut,Rainy,29.1,84,190.4,615,934,57.27
Cuddalore,Coconut,Normal,28.1,59,23.9,872,774,19.7
Erode,Rice,Summer,38.4,57,5.7,1080,858,66.07
Tiruppur,Beans,Rainy,27.3,84,191.6,493,611,26.35
Sivaganga,Chilli,Summer,37.7,54,4.9,600,446,147.07
Coimbatore,Cauliflower,Light Rain,27.2,76,54.1,530,531,24.56
Coimbatore,Rice,Normal,33.6,61,23.5,1012,1008,48.21
Villupuram,Bitter Gourd,Normal,27.7,63,34.2,418,294,34.24
Tiruppur,Corn,Normal,33.0,59,30.4,679,705,23.36
Chennai,Brinjal,Summer,37.4,59,6.1,550,535,29.14
Thoothukudi,Snake Gourd,Light Rain,26.9,75,65.9,339,372,23.52
Tirunelveli,Onion,Rainy,30.2,92,191.5,724,917,23.38
Coimbatore,Tomato,Rainy,30.1,89,184.5,707,888,18.69
Salem,Tomato,Rainy,27.5,93,196.9,723,970,17.49
Dindigul,Potato,Summer,38.5,61,4.4,826,511,44.74
Tirunelveli,Onion,Normal,33.3,68,34.1,814,739,34.98
Kanchipuram,Coconut,Rainy,28.8,84,193.5,724,995,11.85
Erode,Tomato,Normal,30.0,68,25.9,767,775,25.43
Cuddalore,Coconut,Light Rain,24.2,78,66.5,736,867,15.73
Cuddalore,Tomato,Summer,36.3,57,1.3,822,672,31.74
Pudukottai,Bitter Gourd,Summer,35.0,55,9.7,486,239,52.98
Pudukottai,Banana,Summer,36.3,52,5.0,947,634,40.37
Sivaganga,Groundnut,Rainy,27.6,86,196.6,585,851,51.83
Villupuram,Bitter Gourd,Summer,33.4,54,0.0,370,349,40.44
Vellore,Beans,Rainy,28.3,92,191.6,484,667,27.54
Salem,Mango,Summer,37.7,54,2.2,992,783,77.11
Tiruchirappalli,Bitter Gourd,Summer,35.1,60,5.3,351,337,40.35
Dindigul,Potato,Light Rain,27.4,73,58.6,693,692,31.2
Chennai,Beans,Light Rain,24.1,73,66.1,575,594,31.07
Krishnagiri,Tomato,Summer,37.6,57,4.5,862,701,34.49
Krishnagiri,Rice,Light Rain,27.5,78,65.5,922,1092,39.05
Chennai,Okra,Normal,31.2,60,18.8,468,493,30.15
Tiruvannamalai,Tapioca,Normal,32.7,60,19.0,700,607,14.31
Cuddalore,Tapioca,Summer,35.7,62,0.0,733,439,19.39
Tirunelveli,Onion,Rainy,29.1,88,181.2,619,900,22.36
Krishnagiri,Cauliflower,Rainy,30.8,85,180.7,451,630,18.63
Tiruvannamalai,Corn,Normal,31.9,59,37.0,626,595,23.78
Madurai,Tomato,Light Rain,29.2,75,61.3,764,772,21.79
Tiruvannamalai,Rice,Rainy,30.3,91,191.5,909,1149,31.62
Tiruppur,Onion,Normal,31.9,65,30.0,785,777,33.51
Kanchipuram,Onion,Normal,30.6,61,18.5,713,732,34.05
